,Code,Latitude,Longitude,Elevation,Name
78,CA002202115,61.7667,-121.2333,169,FORT_SIMPSON
79,CA002202196,60,-111.9333,183,FORT_SMITH
80,CA002202198,60,-111.8667,207,FORT_SMITH
81,CA002202200,60.0167,-111.9667,205,FORT_SMITH_A
82,CA002202202,60.0333,-111.9333,203,FORT_SMITH_CLIMATE
83,CA002202351,63.6,-105.1333,317,HANBURY_RIVER
84,CA002202398,60.85,-115.95,161,HAY_RIVER
85,CA002202400,60.8333,-115.7833,165,HAY_RIVER_A
86,CA002202402,60.8333,-115.7833,164,HAY_RIVER_CLIMATE
87,CA002202405,60.65,-116,213,HAY_RIVER_PARADISE_GDNS
88,CA002202560,61.9167,-113.7333,165,INNER_WHALEBACKS
89,CA002202570,68.3,-133.4833,68,INUVIK_A
90,CA002202578,68.3167,-133.5167,103,INUVIK_CLIMATE
91,CA002202580,68.3,-133.4833,67,INUVIK_CDA
92,CA002202582,68.3167,-133.5167,103,INUVIK_UA
93,CA002202678,63.1333,-117.25,271,LAC_LA_MARTRE
94,CA002202750,69.9333,-128.9667,89,NICHOLSON_PENINSULA
95,CA002202800,65.2833,-126.8,73,NORMAN_WELLS_A
96,CA002202801,65.2833,-126.8,73,NORMAN_WELLS
97,CA002202810,65.2833,-126.75,94,NORMAN_WELLS_CLIMATE
98,CA002203057,69.3667,-124.0833,5,PAULATUK_A
99,CA002203058,69.35,-124.0833,6,PAULATUK
101,CA002203300,66.0833,-118.0333,191,PORT_RADIUM
102,CA002203342,61.9667,-127.2167,618,RABBIT_KETTLE
103,CA002203359,64.1167,-117.3333,223,RAE_LAKES
104,CA002203700,63.5167,-116,241,SNARE_RAPIDS
105,CA002203910,69.45,-133,18,TUKTOYAKTUK
106,CA002203912,69.4333,-133.0333,4,TUKTOYAKTUK_A
107,CA002203914,69.4333,-133.0167,5,TUKTOYAKTUK
108,CA002203918,69.2,-122.3667,552,TUKTUT_NOGAIT
109,CA002203922,61.95,-128.25,1143,TUNGSTEN
110,CA002204000,63.2167,-123.4333,150,WRIGLEY_A
111,CA002204100,62.4667,-114.4333,206,YELLOWKNIFE_A
112,CA002204101,62.4667,-114.4333,206,YELLOWKNIFE_A
113,CA002204110,62.45,-114.3833,200,YELLOWKNIFE_HENDERSON
114,CA002204200,62.6667,-114.25,159,YELLOWKNIFE_HYDRO
115,CA002204300,61.25,-123.75,204,YOHIN
116,CA00220B68C,69.6,-130.9167,102,LIVERPOOL_BAY
117,CA00220B6Q3,67.1833,-130.2333,63,LITTLE_CHICAGO
118,CA00220CQHR,60.4333,-121.2333,498,TROUT_LAKE
119,CA00220L002,62.4167,-110.6833,179,LUTSELK'E_CS
120,CA00220N001,64.7,-110.6167,468,EKATI_A
121,CA00220N003,61.1333,-122.85,183,LINDBURG_LANDING
122,CA00220N005,68.75,-133.5,85,TRAIL_VALLEY
123,CA002300500,64.3,-96.0833,19,BAKER_LAKE_A
124,CA002300501,64.3167,-96,51,BAKER_LAKE_CLIMATE
125,CA002300551,66.8333,-108.0167,5,BATHURST_INLET
126,CA002300700,63.3333,-90.7167,59,CHESTERFIELD
127,CA002300707,63.35,-90.7333,10,CHESTERFIELD_INLET_A
128,CA002300750,69.5833,-120.8,101,CLINTON_POINT
129,CA002300850,65.4833,-110.3667,451,CONTWOYTO_LAKE
130,CA002300900,67.8333,-115.1167,9,COPPERMINE
131,CA002300902,67.8167,-115.15,23,KUGLUKTUK_A
132,CA002300904,67.8167,-115.1333,23,KUGLUKTUK_CLIMATE
133,CA002300MKF,61.1,-94.0667,10,ARVIAT_A
134,CA002301000,64.2,-83.3667,62,CORAL_HARBOUR_A
135,CA002301100,61.1333,-100.9,325,ENNADAI_LAKE
136,CA002301102,61.1333,-100.8833,353,ENNADAI_LAKE_AUT
137,CA002301153,61.1,-94.0667,10,ARVIAT_CLIMATE
138,CA002302335,68.6333,-95.85,47,GJOA_HAVEN_A
139,CA002302337,68.6333,-95.85,47,GJOA_HAVEN
140,CA002302340,68.6333,-95.85,42,GJOA_HAVEN_CLIMATE
141,CA002302370,68.3167,-100.0833,36,HAT_ISLAND
142,CA002302680,68.5,-113.2167,16,LADY_FRANKLIN_POINT_A
143,CA0023026HN,65.7667,-111.25,490,LUPIN_A
144,CA002303090,68.4333,-89.7167,326,PELLY_BAY
145,CA002303092,68.5333,-89.8,16,KUGAARUK_A
146,CA002303093,68.4333,-89.7333,328,CAM_FOUR
147,CA002303094,68.5333,-89.8,16,KUGAARUK_CLIMATE
148,CA002303401,62.8167,-92.1167,32,RANKIN_INLET_A
149,CA002303610,65.1,-102.4333,244,ROBERTSON_LAKE_AUT
150,CA002303685,68.8167,-93.4333,43,SHEPHERD_BAY_A
151,CA002303986,62.2333,-92.6,12,WHALE_COVE_A
152,CA00230J01Q,69.2833,-119.2167,69,CROKER_RIVER
153,CA00230N002,65.75,-111.25,488,LUPIN_CS
154,CA002400300,82.5167,-62.2833,30,ALERT
155,CA002400305,82.5,-62.3333,65,ALERT_CLIMATE
156,CA002400306,82.5,-62.3333,65,ALERT_UA
157,CA002400400,73.0333,-85.15,22,ARCTIC_BAY
158,CA002400404,73,-85.0167,10,ARCTIC_BAY_CS
159,CA002400565,63.3333,-64.15,376,BREVOORT_ISLAND
160,CA002400570,67.5333,-63.7833,584,FOX_FIVE
161,CA002400572,67.55,-64.0333,6,QIKIQTARJUAQ_A
162,CA002400573,67.55,-64.0333,6,QIKIQTARJUAQ_CLIMATE
163,CA002400577,67.55,-64.0333,6,QIKIQTARJUAQ
164,CA002400595,68.75,-109.0667,92,BYRON_BAY_A
165,CA002400600,69.1,-105.1333,31,CAMBRIDGE_BAY_A
166,CA002400602,69.1,-105.1333,19,CAMBRIDGE_BAY_GSN
167,CA002400634,64.2333,-76.5333,48,CAPE_DORSET_AWOS
168,CA002400635,64.2333,-76.5333,48,CAPE_DORSET_A
169,CA002400636,64.2333,-76.5333,50,CAPE_DORSET_CLIMATE
170,CA002400637,64.2333,-76.5333,48,CAPE_DORSET
171,CA002400650,66.65,-61.3833,725,CAPE_DYER
172,CA002400654,66.5833,-61.6167,393,CAPE_DYER_A
173,CA002400660,68.4667,-66.8167,390,CAPE_HOOPER
174,CA002400697,69.0333,-107.8167,165,CAPE_PEEL_WEST
175,CA002400800,70.4833,-68.5167,27,CLYDE_A
176,CA002400802,70.4833,-68.5167,27,CLYDE_RIVER_CLIMATE
177,CA002400804,70.4833,-68.5167,27,CLYDE_RIVER
178,CA002400F63,64.95,-63.5833,583,CAPE_MERCY
179,CA002401030,68.65,-71.1667,527,DEWAR_LAKES
180,CA002401200,79.9833,-85.9333,10,EUREKA
181,CA002402051,72.0167,-94.2,10,FORT_ROSS
182,CA002402332,70.6333,-100.2667,20,GATESHEAD_ISLAND
183,CA002402340,68.6667,-97.8,14,GLADMAN_POINT_A
184,CA002402350,68.7833,-81.25,9,HALL_BEACH_A
185,CA002402353,68.7833,-81.25,8,HALL_BEACH_CLIMATE
186,CA002402354,68.7833,-81.25,9,HALL_BEACH
187,CA002402540,69.3833,-81.8,21,IGLOOLIK
188,CA002402543,69.3667,-81.8167,53,IGLOOLIK_A
189,CA002402590,63.75,-68.55,34,IQALUIT_A
190,CA002402592,63.75,-68.55,34,IQALUIT_CLIMATE
191,CA002402594,63.75,-68.55,22,IQALUIT_UA
192,CA002402600,78.7833,-103.5333,25,ISACHSEN
193,CA002402604,78.8,-103.55,58,ISACHSEN_AUT
194,CA002402681,62.8333,-69.9167,17,LAKE_HARBOUR
195,CA002402684,68.9,-75.1333,161,LONGSTAFF_BLUFF
196,CA002402686,68.3,-85.6667,395,MACKAR_INLET
197,CA002402730,72.9833,-84.6167,642,NANISIVIK_A
198,CA002402900,63.1167,-77.9333,17,NOTTINGHAM_ISLAND
199,CA002403000,67.0333,-62.7333,40,PADLOPING_ISLAND
201,CA002403050,66.1333,-65.7333,15,PANGNIRTUNG
202,CA002403053,66.15,-65.7167,24,PANGNIRTUNG_A
203,CA002403200,72.6833,-77.9833,4,POND_INLET
204,CA002403201,72.6833,-77.9667,62,POND_INLET_A
205,CA002403204,72.7,-77.95,65,POND_INLET_CLIMATE
206,CA002403206,72.6833,-77.9667,62,POND_INLET
207,CA002403450,75.3833,-105.7167,15,REA_POINT
208,CA002403490,66.5167,-86.2167,23,REPULSE_BAY_A
209,CA002403500,74.7167,-94.9667,68,RESOLUTE_CARS
210,CA002403505,74.7167,-94.9833,30,RESOLUTE_CS
211,CA002403600,61.3,-64.8833,39,RESOLUTION_ISLAND
212,CA002403602,61.6,-64.6333,369,RESOLUTION_ISLAND
213,CA002403625,69.0833,-79.0333,41,ROWLEY_ISLAND
214,CA002403756,73.7667,-105.3,11,STEFANSSON_ISLAND
215,CA002403800,69.5333,-93.5167,12,SPENCE_BAY
216,CA002403854,69.55,-93.5833,27,TALOYOAK_A
217,CA002403945,65.8833,-89.45,18,WAGER_BAY_AUT
218,CA002500440,74.1333,-119.9833,32,AULAVIK_NATIONAL_PARK
219,CA002502500,70.7333,-117.7833,9,HOLMAN
220,CA002502501,70.7667,-117.8,36,ULUKHAKTOK_A
221,CA002502505,70.7667,-117.8,30,HOLMAN_CS
222,CA002502700,76.2333,-119.3333,12,MOULD_BAY_A
223,CA002503648,72,-125.25,88,SACHS_HARBOUR_CLIMATE
224,CA002503650,72,-125.2667,86,SACHS_HARBOUR_A
225,CA002503886,73.2333,-119.5333,42,THOMSEN_RIVER
226,CA00250M001,76.2333,-119.35,2,MOULD_BAY_CS
227,CA007111080,61.0833,-69.55,73,CAPE_HOPES_ADVANCE
228,CA007116270,61.05,-69.6333,30,QUAQTAQ
229,CAXLT660207,63.8,-68.6,0,FROBISHER_BAY
230,CAXLT991150,68.93,-116.92,18,CAPE_YOUNG_ANW
